DRE;CODESC;TIPOESC;NOMESC;DIRETORIA;SUBPREF;CEU;ENDERECO;NUMERO;BAIRRO;CEP;TEL1;TEL2;FAX;SITUACAO;CODDIST;DISTRITO;SETOR;CODINEP;CODCIE;EH;DT_CRIACAO;ATO_CRIACAO;DOM_CRIACAO;DT_INI_FUNC;DT_AUTORIZA;NOME_ANT;T2D3D;T2D3D16;T2D3D15;T2D3D14;T2D3D13;T2D3D12;T2D3D11;T2D3D10;T2D3D09;T2D3D08;T2D3D07;DTURNOS;DTURNOS16;DTURNOS15;DTURNOS14;DTURNOS13;DTURNOS12;DTURNOS11;DTURNOS10;DTURNOS09;DTURNOS08;DTURNOS07;LATITUDE;LONGITUDE;REDE;DATABASE
JT;200655;CCA;JACANA - JOVA RURAL;JACANA/TREMEMBE;JACANA/TREMEMBE;;RUA ROBERTO LANARI;998   ;CONJUNTO HABITACIONAL JOVA RURAL;02281209;22414986;;;Ativa;39;JACANA;3902;35573279;35573279;;16-mar-12;2011.0.208.172.4;16-mar-12;;;;;;;;;;;;;;;;;;;;;;;;;;-23446602;-46573067;;28-dez-17
JT;200656;CCA;FLOR DE OURO;JACANA/TREMEMBE;JACANA/TREMEMBE;;RUA FLOR DE OURO;407   ;VILA NOVA GALVAO;02281010;22428914;;;Ativa;39;JACANA;3902;35573280;35573280;;01-set-14;2014.0.191.931.2;01-set-14;;;ESPACO CONVIVER E APRENDER II;;;;;;;;;;;;;;;;;;;;;;;-23452599;-46570333;;28-dez-17
JT;200657;CCA;MUTIRAO JARDIM FONTALIS;JACANA/TREMEMBE;JACANA/TREMEMBE;;RUA AUGUSTO RODRIGUES;291   ;FURNAS;02360010;29956432;;29956432;Ativa;81;TREMEMBE;8104;35573292;35573292;;01-abr-13;2013.0.002.433.6;01-abr-13;;;;;;;;;;;;;;;;;;;;;;;;;;-23437181;-46577673;;28-dez-17
JT;200658;CCA;ZILDA ARNS NEUMANN;JACANA/TREMEMBE;JACANA/TREMEMBE;;AVENIDA CORONEL SEZEFREDO FAGUNDES;14105 ;TUCURUVI;02306005;29927528;;;Ativa;81;TREMEMBE;8102;35573309;35573309;;07-out-10;2010.0.103.426.7;07-out-10;;;;;;;;;;;;;;;;;;;;;;;;;;-23381025;-46565596;;28-dez-17
SM;200659;CCA;IMACULADA CONCEICAO II;SAO MATEUS;SAPOPEMBA;;RUA JOSE VIEIRA;262   ;JARDIM COLORADO;03387000;27173022;;;Ativa;76;SAPOPEMBA;7601;35575999;35575999;;01-abr-13;2013.0.007.389.2;01-abr-13;;;;;;;;;;;;;;;;;;;;;;;;;;-23585540;-46526369;;28-dez-17
SM;200660;CCA;ABAYOMI;SAO MATEUS;SAPOPEMBA;;RUA DOS BANQUEIROS;177   ;VILA BANCARIA;03918050;27174203;;;Ativa;76;SAPOPEMBA;7601;35576001;35576001;;16-out-14;2014.0.120.601.4;16-out-14;;;;;;;;;;;;;;;;;;;;;;;;;;-23590275;-46521725;;28-dez-17
SM;200661;CCA;JARDIM SINHA;SAO MATEUS;SAPOPEMBA;;RUA FREI BERNARDINO COSTE;14    ;JARDIM IVA;03921010;29164695;;;Ativa;76;SAPOPEMBA;7602;35576013;35576013;;03-mai-13;2012.0.219.133.5;03-mai-13;;;;;;;;;;;;;;;;;;;;;;;;;;-23589588;-46514736;;28-dez-17
IQ;200662;CCA;VILA RICA;ITAQUERA;ARICANDUVA/FORMOSA/CARRAO;;RUA IVO TEMPORIN;12    ;JARDIM TANGO;03904090;27210999;;;Ativa;04;ARICANDUVA;0404;35570254;35570254;;01-abr-13;2013.0.007.347.7;01-abr-13;;;;;;;;;;;;;;;;;;;;;;;;;;-23578589;-46521336;;28-dez-17
G;200663;CCA;NOVO AMANHECER;GUAIANASES;CIDADE TIRADENTES;;AVENIDA JOSE HIGINO NEVES;1624  ;CONJUNTO JUSCELINO;08461650;;;;Ativa;25;CIDADE TIRADENTES;2501;35570229;35570229;;01-abr-13;2013.0.003.857.4;01-abr-13;;;;;;;;;;;;;;;;;;;;;;;;;;-23569004;-46521707;;28-dez-17
IQ;200664;CCA;CCA -JARDIM DAS ROSAS;ITAQUERA;ARICANDUVA/FORMOSA/CARRAO;;RUA SEBASTIAO MARCHESONI;47    ;JARDIM DAS ROSAS;03909070;20591460;;;Ativa;04;ARICANDUVA;0404;35570199;35570199;;01-nov-10;2010.0.159.079.8;01-nov-10;;;;;;;;;;;;;;;;;;;;;;;;;;-23586293;-46511270;;28-dez-17
SM;200665;CCA;JARDIM ITAPOLIS;SAO MATEUS;SAO MATEUS;;RUA PEDRINOPOLIS;25    ;JARDIM SAO GABRIEL;03940030;27271011;;27271011;Ativa;73;SAO MATEUS;7309;35576025;35576025;;01-abr-13;2013.0.004.107.9;01-abr-13;;;;;;;;;;;;;;;;;;;;;;;;;;-23592732;-46501604;;28-dez-17
IQ;200666;CCA;JARDIM SANTA TEREZINHA;ITAQUERA;ITAQUERA;;AVENIDA DOS LATINOS;627   ;JARDIM SANTA TERESINHA;03572000;27219803;;27219803;Ativa;24;CIDADE LIDER;2406;35572412;35572412;;01-abr-13;2013.0.004.037.4;01-abr-13;;;;;;;;;;;;;;;;;;;;;;;;;;-23572132;-46499427;;28-dez-17
IQ;200667;CCA;CENTRO DE ACAO SOCIAL ENKYO - AMAMI;ITAQUERA;ARICANDUVA/FORMOSA/CARRAO;;RUA DOUTOR JACI BARBOSA;352   ;VILA CARRAO;03447000;27835662;;;Ativa;20;CARRAO;2003;35570205;35570205;;08-jul-14;2014.0.015.160.7;08-jul-14;;;;;;;;;;;;;;;;;;;;;;;;;;-23552057;-46524044;;28-dez-17
PE;200668;CCA;BEATA MIRIAM;PENHA;PENHA;;RUA JUVENAL FERREIRA;375   ;VILA MATILDE;03512040;26530290;;;Ativa;91;VILA MATILDE;9101;35573747;35573747;;16-fev-11;2010.0.159.072.0;16-fev-11;;;;;;;;;;;;;;;;;;;;;;;;;;-23542276;-46526684;;28-dez-17
IQ;200669;CCA;JUNTOS II;ITAQUERA;ITAQUERA;;RUA FREDERICO SEVERO;50    ;JARDIM SANDRA MARIA;03574030;23675654;;;Ativa;24;CIDADE LIDER;2401;35572421;35572421;;01-abr-13;2013.0.004.038.2;01-abr-13;;;;;;;;;;;;;;;;;;;;;;;;;;-23557138;-46514020;;28-dez-17
IQ;200670;CCA;JUNTOS I;ITAQUERA;ITAQUERA;;RUA IBACURI;72    ;JARDIM FERNANDES;03581050;23675582;;;Ativa;24;CIDADE LIDER;2402;35572433;35572433;;01-abr-13;2013.0.004.040.4;01-abr-13;;;;;;;;;;;;;;;;;;;;;;;;;;-23554629;-46501497;;28-dez-17
PE;200671;CCA;PAULISTANO;PENHA;PENHA;;RUA CATRIMANI;280   ;CIDADE PATRIARCA;03555030;29581297;;;Ativa;91;VILA MATILDE;9105;35573759;35573759;;01-abr-13;2013.0.006.216.5;01-abr-13;;;;;;;;;;;;;;;;;;;;;;;;;;-23536970;-46498829;;28-dez-17
SM;200672;CCA;MIRALDA DOS SANTOS LIMA;SAO MATEUS;SAO MATEUS;;RUA PROFESSOR ANTONIO SAMPAIO DORIA;345   ;JARDIM NOVE DE JULHO;03947000;29624546;;;Ativa;73;SAO MATEUS;7308;35576037;35576037;;01-abr-13;2013.0.004.113.3;01-abr-13;;;;;;;;;;;;;;;;;;;;;;;;;;-23590669;-46491048;;28-dez-17
SM;200673;CCA;PERSEVERANCA II;SAO MATEUS;SAO MATEUS;;RUA DOUTOR APARICIO LUIZ PUGLIESI;112   ;JARDIM NOVE DE JULH;03947070;20109786;;20109786;Ativa;73;SAO MATEUS;7308;35576049;35576049;;01-abr-13;2013.0.004.140.0;01-abr-13;;;;;;;;;;;;;;;;;;;;;;;;;;-23585853;-46491337;;28-dez-17
SM;200674;CCA;PERSEVERANCA VI;SAO MATEUS;SAO MATEUS;;RUA DOUTOR APARICIO LUIZ PUGLIESI;100   ;JARDIM NOVE DE JULH;03947070;20131018;;20131018;Ativa;73;SAO MATEUS;7308;35576050;35576050;;21-fev-13;2012.0.231.128.4;21-fev-13;;;;;;;;;;;;;;;;;;;;;;;;;;-23585687;-46491555;;28-dez-17
SM;200675;CCA;NOVE DE JULHO;SAO MATEUS;SAO MATEUS;;RUA PROFESSOR DOUTOR PAULO DE QUEIROZ;503   ;JARDIM NOVE DE JULHO;03951090;20109385;;20109385;Ativa;73;SAO MATEUS;7301;35576062;35576062;;01-abr-13;2013.0.004.112.5;01-abr-13;;;;;;;;;;;;;;;;;;;;;;;;;;-23586336;-46489233;;28-dez-17
SM;200676;CCA;SAMMUTTI;SAO MATEUS;SAO MATEUS;;RUA CORONEL BENEDITO FERREIRA DE SOUZA;9     ;JARDIM CINCO DE JULHO;03953090;20114980;;;Ativa;73;SAO MATEUS;7301;35576074;35576074;;01-abr-13;2013.0.004.115.0;01-abr-13;;;;;;;;;;;;;;;;;;;;;;;;;;-23592080;-46483918;;28-dez-17
IQ;200677;CCA;JUNTOS III PARQUE SAVOY;ITAQUERA;ITAQUERA;;AVENIDA GAMELEIRA BRANCA;437   ;JARDIM BRASILIA;03585000;43284277;;;Ativa;24;CIDADE LIDER;2405;35572445;35572445;;16-abr-12;2011.0.286.360.9;16-abr-12;;;;;;;;;;;;;;;;;;;;;;;;;;-23562424;-46489551;;28-dez-17
IQ;200678;CCA;VILA PEDREIRA I;ITAQUERA;ITAQUERA;;RUA FAUSTO GUEDES TEIXEIRA;127   ;PARQUE SAVOI CITY;03584180;27439287;;;Ativa;24;CIDADE LIDER;2403;35572457;35572457;;01-abr-13;2013.0.003.777.2;01-abr-13;;;;;;;;;;;;;;;;;;;;;;;;;;-23561024;-46480648;;28-dez-17
PE;200682;CCA;LAR DONA TINA II - NHOCUNE;PENHA;PENHA;;RUA DOUTOR JOAO PRIORE;478   ;VILA NHOCUNE;03562020;22171704;;;Ativa;05;ARTUR ALVIM;0501;35573760;35573760;;01-mar-13;2012.0.264.448.8;01-mar-13;;;;;;;;;;;;;;;;;;;;;;;;;;-23544372;-46495454;;28-dez-17
PE;200683;CCA;GOTAS DE ESPERANCA;PENHA;PENHA;;RUA PEDREIRA DE MAGALHAES;21    ;PARQUE ARTUR ALVIM;03568040;27428195;;;Ativa;05;ARTUR ALVIM;0503;35573772;35573772;;01-jan-11;2010.0.159.041.0;01-jan-11;;;;;;;;;;;;;;;;;;;;;;;;;;-23540735;-46486002;;28-dez-17
PE;200684;CCA;SANTA LUZIA II;PENHA;PENHA;;RUA DA PADROEIRA;83    ;JARDIM NORDESTE;03691130;20455000;;20455001;Ativa;05;ARTUR ALVIM;0505;35573796;35573796;;01-abr-13;2013.0.006.210.6;01-abr-13;;;;;;;;;;;;;;;;;;;;;;;;;;-23535660;-46483398;;28-dez-17
IQ;200685;CCA;SAO FRANCISCO DE ASSIS - PADRE BATISTA;ITAQUERA;ITAQUERA;;RUA CONDE DE AVILEZ;178   ;CIDADE LIDER;08285310;27428716;;;Ativa;24;CIDADE LIDER;2404;35572500;35572500;;01-abr-13;2013.0.003.964.3;01-abr-13;;;;;;;;;;;;;;;;;;;;;;;;;;-23554706;-46477085;;28-dez-17
IQ;200686;CCA;UNIAO CIDADE LIDER;ITAQUERA;ITAQUERA;;RUA VALE DO IPOJUCA;4     ;CIDADE LIDER;08285090;27483173;;;Ativa;24;CIDADE LIDER;2403;35572512;35572512;;01-abr-13;2013.0.004.055.2;01-abr-13;;;;;;;;;;;;;;;;;;;;;;;;;;-23554087;-46465906;;28-dez-17
IQ;200687;CCA;MENINOS E MENINAS DO ABC AURORA;ITAQUERA;ITAQUERA;;AVENIDA DAS ALAMANDAS;789   ;CIDADE ANTONIO ESTEVAO DE CARVALHO;08225310;20474177;;;Ativa;37;ITAQUERA;3706;35572536;35572536;;28-out-14;2014.0.261.014.5;28-out-14;;;;;;;;;;;;;;;;;;;;;;;;;;-23528346;-46465949;;28-dez-17
PE;200688;CCA;SANTA CRUZ DE VILA RE;PENHA;PENHA;;RUA VERA;326   ;VILA GRANADA;03623000;26844149;;;Ativa;59;PENHA;5903;35573814;35573814;;01-set-13;2013.0.098.486.0;01-set-13;;;;;;;;;;;;;;;;;;;;;;;;;;-23518066;-46516911;;28-dez-17
PE;200689;CCA;SANTO ONOFRE;PENHA;PENHA;;RUA GOMA DE OLIBANO;270   ;ENGENHEIRO GOULART;03725060;26219489;;;Ativa;18;CANGAIBA;1803;35573826;35573826;;13-set-10;2010.0.159.051.8;13-set-10;;;;;;;;;;;;;;;;;;;;;;;;;;-23499893;-46518807;;28-dez-17
PE;200690;CCA;LAR DONA TINA I;PENHA;PENHA;;RUA IMPERIAL;514   ;VILA BUENOS AIRES;03737010;20382629;;;Ativa;18;CANGAIBA;1802;35573838;35573838;;01-fev-12;2011.0.217.945.7;01-fev-12;;;;;;;;;;;;;;;;;;;;;;;;;;-23504784;-46511607;;28-dez-17
PE;200691;CCA;CASA FILADELFIA;PENHA;ERMELINO MATARAZZO;;RUA ANTONIO FORTUNATO;627   ;BURGO PAULISTA;03681000;20416140;;;Ativa;64;PONTE RASA;6402;35573848;35573848;;01-abr-13;2013.0.003.864.7;01-abr-13;;;;;;;;;;;;;;;;;;;;;;;;;;-23523110;-46488054;;28-dez-17
PE;200692;CCA;ERMELINO MATARAZZO;PENHA;ERMELINO MATARAZZO;;RUA FERNAO MENDES PINTO;1300  ;PARQUE BOTURUSSU;03803000;25445684;;;Ativa;28;ERMELINO MATARAZZO;2802;35573851;35573851;;02-mar-10;2009.0.259.713.9;02-mar-10;;;;;;;;;;;;;;;;;;;;;;;;;;-23495158;-46488531;;28-dez-17
PE;200693;CCA;SAO NICOLAU;PENHA;ERMELINO MATARAZZO;;RUA RAIMUNDO LULIO;215   ;JARDIM SAO NICOLAU;03635030;20423017;;;Ativa;64;PONTE RASA;6402;35573863;35573863;;01-abr-13;2013.0.006.239.4;01-abr-13;;;;;;;;;;;;;;;;;;;;;;;;;;-23522701;-46478718;;28-dez-17
MP;200694;CCA;AMIGOS DA ESPERANCA;SAO MIGUEL;SAO MIGUEL;;AVENIDA CESAR AUGUSTO ROMARO;164   ;VILA NORMA;08062000;20261547;;;Ativa;87;VILA JACUI;8705;35573310;35573310;;01-jan-11;2009.0.314.442.1;01-jan-11;;;;;;;;;;;;;;;;;;;;;;;;;;-23508358;-46476369;;28-dez-17
MP;200695;CCA;ENSINANDO E APRENDENDO / JARDIM SAO CARLOS;SAO MIGUEL;SAO MIGUEL;;AVENIDA CESAR AUGUSTO ROMARO;172   ;VILA NORMA;08062190;25451875;;;Ativa;87;VILA JACUI;8705;35573322;35573322;;01-abr-13;2013.0.004.166.4;01-abr-13;;;;;;;;;;;;;;;;;;;;;;;;;;-23507803;-46475037;;28-dez-17
PE;200696;CCA;BOTURUSSU;PENHA;ERMELINO MATARAZZO;;RUA DARIO DA COSTA MATOS;590   ;PARQUE BOTURUSSU;03805090;25464268;;;Ativa;28;ERMELINO MATARAZZO;2803;35573875;35573875;;02-set-12;2012.0.065.351.0;02-set-12;;;;;;;;;;;;;;;;;;;;;;;;;;-23499948;-46479835;;28-dez-17
PE;200697;CCA;VERONIA;PENHA;ERMELINO MATARAZZO;;AVENIDA SAO JOSE DOS CORDEIROS;205   ;PARQUE CISPER;03818020;23097088;;;Ativa;28;ERMELINO MATARAZZO;2802;35573887;35573887;;01-fev-14;2013.0.111.252.2;01-fev-14;;;;;;;;;;;;;;;;;;;;;;;;;;-23493745;-46493340;;28-dez-17
PE;200698;CCA;JARDIM KERALUX;PENHA;ERMELINO MATARAZZO;;RUA ARLINDO BETIO;821   ;JARDIM KERALUX;03828000;22148544;;;Ativa;28;ERMELINO MATARAZZO;2801;35573899;35573899;;14-set-10;2009.0.368.718.2;14-set-10;;;;;;;;;;;;;;;;;;;;;;;;;;-23482878;-46489547;;28-dez-17
MP;200699;CCA;PADRE TICAO;SAO MIGUEL;SAO MIGUEL;;RUA PADRE THOMAS JOSEPH SHEA;25    ;VILA NOSSA SENHORA APAREC;03812040;25445844;;;Ativa;87;VILA JACUI;8702;35573334;35573334;;01-abr-13;2013.0.004.185.0;01-abr-13;;;;;;;;;;;;;;;;;;;;;;;;;;-23493567;-46469461;;28-dez-17
MP;200700;CCA;APRENDENDO A VIVER;SAO MIGUEL;SAO MIGUEL;;RUA ARRAIAL DAS CATAS ALTAS;222   ;VILA SANTA INES;03812000;;;;Ativa;87;VILA JACUI;8702;35573346;35573346;;01-abr-13;2013.0.004.195.8;01-abr-13;;;;;;;;;;;;;;;;;;;;;;;;;;-23493652;-46466829;;28-dez-17
MP;200701;CCA;VILA JACUI;SAO MIGUEL;SAO MIGUEL;;RUA CINTURAO VERDE;471   ;VILA SANTA INES;03812050;29433156;;;Ativa;87;VILA JACUI;8702;35573358;35573358;;01-fev-14;2013.0.227.537.9;01-fev-14;;;;;;;;;;;;;;;;;;;;;;;;;;-23490167;-46465278;;28-dez-17
IQ;200702;CCA;NOSSA SENHORA DO DIVINO PRANTO;ITAQUERA;ITAQUERA;;AVENIDA ANTONIO RICARDO DA SILVA;287   ;JARDIM NOSSA SENHORA DO CARMO;08270560;25226914;;;Ativa;57;PARQUE DO CARMO;5702;35572548;35572548;;01-out-14;2014.0.108.095.9;01-out-14;;;;;;;;;;;;;;;;;;;;;;;;;;-23563995;-46464014;;28-dez-17
SM;200703;CCA;SAO JOAO;SAO MATEUS;SAO MATEUS;;RUA ANTONIO BASTOS;17    ;JARDIM ROSELI;08370350;20598432;;27311329;Ativa;33;IGUATEMI;3305;35576086;35576086;;01-abr-13;2013.0.004.087.0;01-abr-13;;;;;;;;;;;;;;;;;;;;;;;;;;-23592185;-46440967;;28-dez-17
IQ;200704;CCA;SANTA MARCELINA;ITAQUERA;ITAQUERA;;RUA RIO DO OESTE;110   ;VILA CARMOSINA;08290560;25243336;;;Ativa;57;PARQUE DO CARMO;5701;35572559;35572559;;01-abr-13;2013.0.003.958.9;01-abr-13;;;;;;;;;;;;;;;;;;;;;;;;;;-23552070;-46460169;;28-dez-17
IQ;200705;CCA;THIAGO ABDALLA FIUZA;ITAQUERA;ITAQUERA;;RUA DAS BOAS NOITES;260   ;VILA REGINA;08225180;20713380;;;Ativa;37;ITAQUERA;3706;35572561;35572561;;01-fev-12;2011.0.246.118.7;01-fev-12;;;;;;;;;;;;;;;;;;;;;;;;;;-23531084;-46462951;;28-dez-17
IQ;200706;CCA;NOVO LAR BETANIA;ITAQUERA;ITAQUERA;;RUA VICTORIO SANTIM;827   ;VILA CARMOSINA;08290000;22050209;;;Ativa;37;ITAQUERA;3702;35572573;35572573;;28-out-14;2014.0.225.356.3;28-out-14;;;;;;;;;;;;;;;;;;;;;;;;;;-23545175;-46448513;;28-dez-17
IQ;200707;CCA;CASA DO CRISTO REDENTOR;ITAQUERA;ITAQUERA;;RUA AGRIMENSOR SUGAYA;986   ;COLONIA;08260030;25236222;;;Ativa;47;JOSE BONIFACIO;4704;35572597;35572597;;01-abr-13;2013.0.003.960.0;01-abr-13;;;;;;;;;;;;;;;;;;;;;;;;;;-23559431;-46436005;;28-dez-17
IQ;200708;CCA;SAO JOSE - DOM BOSCO;ITAQUERA;ITAQUERA;;RUA RIO IMBURANA;320   ;ITAQUERA;08215510;20791501;;22051109;Ativa;47;JOSE BONIFACIO;4701;35572603;35572603;;01-abr-13;2013.0.004.041.2;01-abr-13;;;;;;;;;;;;;;;;;;;;;;;;;;-23546801;-46439868;;28-dez-17
IQ;200709;CCA;BOM PASTOR;ITAQUERA;ITAQUERA;;RUA CESAR DOMENICO;85    ;CONJUNTO RESIDENCIAL JOSE BONIFACIO;08255480;25213007;;22051100;Ativa;47;JOSE BONIFACIO;4702;35572615;35572615;;28-out-14;2014.0.225.355.5;28-out-14;;;;;;;;;;;;;;;;;;;;;;;;;;-23548021;-46434300;;28-dez-17
IQ;200710;CCA;LAR DITOSO;ITAQUERA;ITAQUERA;;RUA GIOVANI QUADRI;60    ;COHAB II;08255000;25217036;;25230567;Ativa;47;JOSE BONIFACIO;4702;35572627;35572627;;01-abr-13;2013.0.003.956.2;01-abr-13;;;;;;;;;;;;;;;;;;;;;;;;;;-23545475;-46434209;;28-dez-17
IQ;200711;CCA;SANTO ANTONIO II;ITAQUERA;ITAQUERA;;RUA DONA MARIA DE CAMARGO BAUMANN;1043  ;ITAQUERA;08215260;22051100;;22051109;Ativa;37;ITAQUERA;3703;35572639;35572639;;01-abr-13;2013.0.004.047.1;01-abr-13;;;;;;;;;;;;;;;;;;;;;;;;;;-23538506;-46442319;;28-dez-17
IQ;200712;CCA;NOSSA SENHORA APARECIDA III;ITAQUERA;ITAQUERA;;RUA GUAIA-GUACU;41    ;JARDIM REDIL;08215170;;;;Ativa;37;ITAQUERA;3703;35572743;35572743;;01-abr-13;2013.0.004.049.8;01-abr-13;;;;;;;;;;;;;;;;;;;;;;;;;;-23533645;-46442859;;28-dez-17
IQ;200713;CCA;SAO JOSE OPERARIO II;ITAQUERA;ITAQUERA;;RUA DANIEL MONGOLO;99    ;CONJUNTO RESIDENCIAL JOSE BONIFACIO;08250580;20792969;;;Ativa;47;JOSE BONIFACIO;4701;35572755;35572755;;01-abr-13;2013.0.003.953.8;01-abr-13;;;;;;;;;;;;;;;;;;;;;;;;;;-23538444;-46438090;;28-dez-17
G;200714;CCA;SENHOR SANTO CRISTO;GUAIANASES;CIDADE TIRADENTES;;RUA SANTO RIZZO;120   ;CIDADE TIRADENTES;08470250;25168623;;;Ativa;25;CIDADE TIRADENTES;2505;35571027;35571027;;01-abr-13;2013.0.003.819.1;01-abr-13;;;;;;;;;;;;;;;;;;;;;;;;;;-23590077;-46406317;;28-dez-17
G;200715;CCA;SETOR G E ADJACENCIAS;GUAIANASES;CIDADE TIRADENTES;;RUA APOSTOLO ANDRE;76    ;VILA SAO PEDRO;08475550;22829895;;;Ativa;25;CIDADE TIRADENTES;2506;35571039;35571039;;01-fev-12;2011.0.090.773.0;01-fev-12;;;;;;;;;;;;;;;;;;;;;;;;;;-23587918;-46400902;;28-dez-17
G;200716;CCA;CEBECH;GUAIANASES;CIDADE TIRADENTES;;RUA SARA KUBITSCHECK;221   ;CONJUNTO HABITACIONAL CASTRO ALVES;08474000;25588723;;;Ativa;25;CIDADE TIRADENTES;2503;35571106;35571106;;01-fev-14;2013.0.288.980.6;01-fev-14;;;;;;;;;;;;;;;;;;;;;;;;;;-23582211;-46405436;;28-dez-17
G;200717;CCA;CRISPIM DE VILA PAULISTA;GUAIANASES;CIDADE TIRADENTES;;RUA ANTONIO DOS REIS CRISPIM;19    ;CASTRO ALVES;08490660;22854535;;;Ativa;25;CIDADE TIRADENTES;2503;35571118;35571118;;08-dez-11;2011.0.093.450.9;08-dez-11;;;;;;;;;;;;;;;;;;;;;;;;;;-23575826;-46405585;;28-dez-17
G;200718;CCA;CEBECH INACIO MONTEIRO;GUAIANASES;CIDADE TIRADENTES;;RUA CACHOEIRA MORENA;690   ;CONJUNTO HABITACIONAL INACIO MONTEIRO;08472610;25554746;;;Ativa;25;CIDADE TIRADENTES;2501;35571124;35571124;;01-mai-11;2010.0.264.685.1;01-mai-11;;;;;;;;;;;;;;;;;;;;;;;;;;-23572572;-46403052;;28-dez-17
G;200719;CCA;NOVO AMANHECER III;GUAIANASES;GUAIANASES;;RUA JERONIMO DIAS RIBEIRO;9     ;JARDIM SAO PAULO;08461560;25536608;;;Ativa;31;GUAIANASES;3104;35571131;35571131;;01-out-12;2012.0.073.313.0;01-out-12;;;;;;;;;;;;;;;;;;;;;;;;;;-23563296;-46403502;;28-dez-17
G;200720;CCA;ADAO MANOEL DA SILVA II - PARQUE CENTRAL;GUAIANASES;GUAIANASES;;RUA MARMORE;32    ;PARQUE CENTRAL;08420470;25527315;;;Ativa;31;GUAIANASES;3101;35571143;35571143;;03-jul-12;2012.0.016.146.3;03-jul-12;;;;;;;;;;;;;;;;;;;;;;;;;;-23544534;-46423909;;28-dez-17
G;200721;CCA;ADAO MANOEL DA SILVA I;GUAIANASES;GUAIANASES;;RUA IRMAO DEODORO;96    ;VILA PRINCESA ISABEL;08410410;21535081;;21535081;Ativa;31;GUAIANASES;3101;35571167;35571167;;18-nov-10;2010.0.222.945.2;18-nov-10;;;;;;;;;;;;;;;;;;;;;;;;;;-23544837;-46419869;;28-dez-17
G;200722;CCA;CASA DOS MENINOS II;GUAIANASES;GUAIANASES;;RUA ALDEIA DOS MACHACALIS;698   ;JARDIM ETELVINA;08430000;20351625;;;Ativa;96;LAJEADO;9607;35571179;35571179;;01-abr-13;2013.0.003.877.9;01-abr-13;;;;;;;;;;;;;;;;;;;;;;;;;;-23527597;-46418457;;28-dez-17
G;200723;CCA;AMIGOS DE GUAIANASES;GUAIANASES;GUAIANASES;;RUA DA FE;300   ;VILA MARILENA;08411390;25682706;;;Ativa;31;GUAIANASES;3101;35571180;35571180;;01-set-12;2012.0.063.058.7;01-set-12;;;;;;;;;;;;;;;;;;;;;;;;;;-23556299;-46414216;;28-dez-17
G;200724;CCA;VILA CRUZEIRO;GUAIANASES;GUAIANASES;;RUA IDEAL;76    ;VILA POPULAR;08461150;25577939;;;Ativa;31;GUAIANASES;3102;35571192;35571192;;01-mai-13;2012.0.102.407.9;01-mai-13;;;;;;;;;;;;;;;;;;;;;;;;;;-23553175;-46405386;;28-dez-17
MP;200725;CCA;ADEMIR DE ALMEIDA LEMOS;SAO MIGUEL;SAO MIGUEL;;RUA HARVOTIA;11    ;JARDIM DAS CAMELIAS;08050810;20523154;;;Ativa;87;VILA JACUI;8706;35573361;35573361;;01-abr-13;2013.0.004.190.7;01-abr-13;;;;;;;;;;;;;;;;;;;;;;;;;;-23506244;-46460317;;28-dez-17
MP;200726;CCA;SITIO DA CASA PINTADA;SAO MIGUEL;SAO MIGUEL;;RUA ERVA DO CARPINTEIRO;51    ;JARDIM CASA PINTADA;08040640;20514323;;;Ativa;87;VILA JACUI;8707;35573371;35573371;;01-out-14;2014.0.120.571.9;01-out-14;;;;;;;;;;;;;;;;;;;;;;;;;;-23510965;-46449735;;28-dez-17
IQ;200727;CCA;LEME DO PRADO;ITAQUERA;ITAQUERA;;RUA JUACABA;268   ;PARADA QUINZE;08246066;20796993;;;Ativa;37;ITAQUERA;3704;35572767;35572767;;01-abr-13;2013.0.003.963.5;01-abr-13;;;;;;;;;;;;;;;;;;;;;;;;;;-23527308;-46437220;;28-dez-17
MP;200728;CCA;EM BUSCA DA ARTE DE SER FELIZ;SAO MIGUEL;SAO MIGUEL;;RUA TRISTAO JOSE FERREIRA;195   ;CIDADE SAO MIGUEL;08040270;20316490;;;Ativa;74;SAO MIGUEL;7407;35573395;35573395;;01-jun-14;2014.0.015.532.7;01-jun-14;;;;;;;;;;;;;;;;;;;;;;;;;;-23500699;-46447345;;28-dez-17
MP;200729;CCA;ACAS;SAO MIGUEL;SAO MIGUEL;;RUA CRAVAL;150   ;CIDADE NOVA SAO MIGUEL;08042560;20351149;;;Ativa;74;SAO MIGUEL;7405;35573401;35573401;;01-abr-13;2013.0.004.173.7;01-abr-13;;;;;;;;;;;;;;;;;;;;;;;;;;-23510518;-46432497;;28-dez-17
MP;200730;CCA;NOVA UNIAO;SAO MIGUEL;SAO MIGUEL;;RUA TANCREDO DE ALMEIDA NEVES;87    ;JARDIM SANTA FE;08072035;22973871;;;Ativa;74;SAO MIGUEL;7402;35573413;35573413;;01-jul-13;2013.0.103.034.8;01-jul-13;;;;;;;;;;;;;;;;;;;;;;;;;;-23489392;-46457153;;28-dez-17
