administracao,categoria_despesa,cd_anoexecucao,cd_despesa,cd_elemento,cd_exercicio,cd_fonte,cd_funcao,cd_modalidade,cd_orgao,cd_programa,cd_subfuncao,cd_unidade,codigo,dataextracao,datafinal,datainicial,ds_categoria,ds_despesa,ds_fonte,ds_funcao,ds_grupo,ds_modalidade,ds_orgao,ds_programa,ds_projeto_atividade,ds_subfuncao,ds_unidade,estado,grupo_despesa,latitude,longitude,pa,papa,projetoatividade,sigla_orgao,sld_orcado_ano,vl_atualizado,vl_congeladoliquido,vl_empenhadoliquido,vl_liquidado,vl_pago,vl_reservadoliquido
Direta,4,2017,44903900,39,2017,0,15,90,58,3022,451,10,2017.58.10.15.451.3022.44903900.90.39.0.1814,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas de Capital,Outros Serviços de Terceiros - Pessoa Jurídica                                                                                                                                                                                                                ,Tesouro Municipal,Urbanismo,INVESTIMENTOS,Aplicações Diretas,PREFEITURA REGIONAL  M´BOI MIRIM,Requalificação e promoção da ocupação dos espaços públicos,"Reforma do Escadão que Liga a Rua Antonio Ramos Rosa a Rua Romão Manzini Cerqueira, Nº 249, Jardim São Luiz, Subprefeitura de M'Boi Mirim.                                                                                                                    ",Infra-Estrutura Urbana,ADMINISTRAÇÃO DA PREFEITURA REGIONAL,atualizado,4,-23.661,-46.749,Projetos,Projetos,1814,PR-MB     ,100000.0,100000.0,100000.0,0.0,0.0,0.0,0.0
Direta,3,2017,33903600,36,2017,0,14,90,58,3013,243,10,2017.58.10.14.243.3013.33903600.90.36.0.2157,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas Correntes,Outros Serviços de Terceiros - Pessoa Física                                                                                                                                                                                                                  ,Tesouro Municipal,Direitos da Cidadania,OUTRAS DESPESAS CORRENTES,Aplicações Diretas,PREFEITURA REGIONAL  M´BOI MIRIM,Prevenção e Proteção às Vítimas da Violência,Administração dos Conselhos Tutelares                                                                                                                                                                                                                         ,Assistência a Criança e ao Adolescente,ADMINISTRAÇÃO DA PREFEITURA REGIONAL,liquidado,3,,,Atividades,Atividades,2157,PR-MB     ,70500.0,70500.0,17625.0,52875.0,22085.56,16564.17,52875.0
Direta,3,2017,33903900,39,2017,0,4,90,58,3012,122,10,2017.58.10.4.122.3012.33903900.90.39.0.2803,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas Correntes,Outros Serviços de Terceiros -Pessoa Jurídica                                                                                                                                                                                                                 ,Tesouro Municipal,Administração,OUTRAS DESPESAS CORRENTES,Aplicações Diretas,PREFEITURA REGIONAL  M´BOI MIRIM,"Participação, transparência e controle social da administração pública",Operação e Manutenção dos Conselhos e Espaços Participativos Municipais                                                                                                                                                                                       ,Administração Geral,ADMINISTRAÇÃO DA PREFEITURA REGIONAL,atualizado,3,,,Atividades,Atividades,2803,PR-MB     ,18000.0,18000.0,4500.0,0.0,0.0,0.0,3717.0
Direta,3,2017,31901300,13,2017,0,14,90,58,3013,243,10,2017.58.10.14.243.3013.31901300.90.13.0.2157,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas Correntes,Obrigações Patronais                                                                                                                                                                                                                                          ,Tesouro Municipal,Direitos da Cidadania,PESSOAL E ENCARGOS SOCIAIS,Aplicações Diretas,PREFEITURA REGIONAL  M´BOI MIRIM,Prevenção e Proteção às Vítimas da Violência,Administração dos Conselhos Tutelares                                                                                                                                                                                                                         ,Assistência a Criança e ao Adolescente,ADMINISTRAÇÃO DA PREFEITURA REGIONAL,liquidado,1,,,Atividades,Pessoal,2157,PR-MB     ,151034.0,151034.0,0.0,31206.98,23997.34,18088.44,151034.0
Direta,3,2017,33903900,39,2017,0,14,90,58,3013,243,10,2017.58.10.14.243.3013.33903900.90.39.0.2157,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas Correntes,Outros Serviços de Terceiros -Pessoa Jurídica                                                                                                                                                                                                                 ,Tesouro Municipal,Direitos da Cidadania,OUTRAS DESPESAS CORRENTES,Aplicações Diretas,PREFEITURA REGIONAL  M´BOI MIRIM,Prevenção e Proteção às Vítimas da Violência,Administração dos Conselhos Tutelares                                                                                                                                                                                                                         ,Assistência a Criança e ao Adolescente,ADMINISTRAÇÃO DA PREFEITURA REGIONAL,liquidado,3,,,Atividades,Atividades,2157,PR-MB     ,210000.0,210000.0,52500.0,157500.0,57922.28,57922.28,157500.0
Direta,3,2017,33903900,39,2017,0,17,90,58,3008,512,10,2017.58.10.17.512.3008.33903900.90.39.0.2367,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas Correntes,Outros Serviços de Terceiros -Pessoa Jurídica                                                                                                                                                                                                                 ,Tesouro Municipal,Saneamento,OUTRAS DESPESAS CORRENTES,Aplicações Diretas,PREFEITURA REGIONAL  M´BOI MIRIM,Melhoria da drenagem urbana e proteção das bacias hidrográficas,Manutenção de sistemas de drenagem                                                                                                                                                                                                                            ,Saneamento Básico Urbano,ADMINISTRAÇÃO DA PREFEITURA REGIONAL,liquidado,3,,,Atividades,Atividades,2367,PR-MB     ,5000000.0,5000000.0,1250000.0,1917212.39,1143416.28,1143416.28,3750000.0
Direta,3,2017,33903900,39,2017,0,15,90,58,3024,122,10,2017.58.10.15.122.3024.33903900.90.39.0.2100,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas Correntes,Outros Serviços de Terceiros -Pessoa Jurídica                                                                                                                                                                                                                 ,Tesouro Municipal,Urbanismo,OUTRAS DESPESAS CORRENTES,Aplicações Diretas,PREFEITURA REGIONAL  M´BOI MIRIM,Suporte Administrativo,Administração da Unidade                                                                                                                                                                                                                                      ,Administração Geral,ADMINISTRAÇÃO DA PREFEITURA REGIONAL,liquidado,3,,,Atividades,Atividades,2100,PR-MB     ,3714324.0,3714324.0,928581.0,2784640.5,992429.28,896137.11,2784640.5
Direta,4,2017,44903900,39,2017,0,15,90,58,3022,451,10,2017.58.10.15.451.3022.44903900.90.39.0.1404,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas de Capital,Outros Serviços de Terceiros - Pessoa Jurídica                                                                                                                                                                                                                ,Tesouro Municipal,Urbanismo,INVESTIMENTOS,Aplicações Diretas,PREFEITURA REGIONAL  M´BOI MIRIM,Requalificação e promoção da ocupação dos espaços públicos,"Reforma e Requalificação da Praça com Implantação de ATI e Plauground, localizado na Rua Felipe Giardini - Jardim Coimbra                                                                                                                                     ",Infra-Estrutura Urbana,ADMINISTRAÇÃO DA PREFEITURA REGIONAL,atualizado,4,-23.588,-46.684,Projetos,Projetos,1404,PR-MB     ,30000.0,30000.0,30000.0,0.0,0.0,0.0,0.0
Direta,4,2017,44903900,39,2017,0,15,90,58,3022,451,10,2017.58.10.15.451.3022.44903900.90.39.0.1934,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas de Capital,Outros Serviços de Terceiros - Pessoa Jurídica                                                                                                                                                                                                                ,Tesouro Municipal,Urbanismo,INVESTIMENTOS,Aplicações Diretas,PREFEITURA REGIONAL  M´BOI MIRIM,Requalificação e promoção da ocupação dos espaços públicos,Requalificação da Praça Manoel Ferreira Simões Cep:05812-080 e Escadão Entre as Ruas Joaquim Espinosa Cep:05812-070 e Rua Satulnino de Oliveira Cep:05813-080 Jd São Luis                                                                                     ,Infra-Estrutura Urbana,ADMINISTRAÇÃO DA PREFEITURA REGIONAL,atualizado,4,-23.654,-46.735,Projetos,Projetos,1934,PR-MB     ,180000.0,180000.0,180000.0,0.0,0.0,0.0,0.0
Direta,4,2017,44905100,51,2017,0,15,90,58,3022,452,10,2017.58.10.15.452.3022.44905100.90.51.0.1568,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas de Capital,Obras e Instalações                                                                                                                                                                                                                                           ,Tesouro Municipal,Urbanismo,INVESTIMENTOS,Aplicações Diretas,PREFEITURA REGIONAL  M´BOI MIRIM,Requalificação e promoção da ocupação dos espaços públicos,"Requalificação viária, com reforma de guias, sarjetas, sarjetões e pavimento em toda extensão Rua Zéfiro - Jd São João - CEP 05815-035                                                                                                                        ",Serviços Urbanos,ADMINISTRAÇÃO DA PREFEITURA REGIONAL,atualizado,4,-23.641,-46.745,Projetos,Projetos,1568,PR-MB     ,100000.0,100000.0,100000.0,0.0,0.0,0.0,0.0
Direta,4,2017,44905200,52,2017,0,15,90,58,3024,122,10,2017.58.10.15.122.3024.44905200.90.52.0.2100,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas de Capital,Equipamentos e Material Permanente                                                                                                                                                                                                                            ,Tesouro Municipal,Urbanismo,INVESTIMENTOS,Aplicações Diretas,PREFEITURA REGIONAL  M´BOI MIRIM,Suporte Administrativo,Administração da Unidade                                                                                                                                                                                                                                      ,Administração Geral,ADMINISTRAÇÃO DA PREFEITURA REGIONAL,atualizado,4,,,Atividades,Atividades,2100,PR-MB     ,20000.0,20000.0,20000.0,0.0,0.0,0.0,0.0
Direta,3,2017,33904900,49,2017,0,15,90,58,3024,122,10,2017.58.10.15.122.3024.33904900.90.49.0.2100,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas Correntes,Auxílio-Transporte                                                                                                                                                                                                                                            ,Tesouro Municipal,Urbanismo,OUTRAS DESPESAS CORRENTES,Aplicações Diretas,PREFEITURA REGIONAL  M´BOI MIRIM,Suporte Administrativo,Administração da Unidade                                                                                                                                                                                                                                      ,Administração Geral,ADMINISTRAÇÃO DA PREFEITURA REGIONAL,liquidado,3,,,Atividades,Auxílios,2100,PR-MB     ,241192.0,241192.0,0.0,58229.64,58229.64,58229.64,58229.64
Direta,4,2017,44905200,52,2017,0,4,90,58,3012,122,10,2017.58.10.4.122.3012.44905200.90.52.0.2803,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas de Capital,Equipamentos e Material Permanente                                                                                                                                                                                                                            ,Tesouro Municipal,Administração,INVESTIMENTOS,Aplicações Diretas,PREFEITURA REGIONAL  M´BOI MIRIM,"Participação, transparência e controle social da administração pública",Operação e Manutenção dos Conselhos e Espaços Participativos Municipais                                                                                                                                                                                       ,Administração Geral,ADMINISTRAÇÃO DA PREFEITURA REGIONAL,atualizado,4,,,Atividades,Atividades,2803,PR-MB     ,5000.0,5000.0,5000.0,0.0,0.0,0.0,0.0
Direta,4,2017,44903900,39,2017,0,15,90,58,3022,451,10,2017.58.10.15.451.3022.44903900.90.39.0.1895,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas de Capital,Outros Serviços de Terceiros - Pessoa Jurídica                                                                                                                                                                                                                ,Tesouro Municipal,Urbanismo,INVESTIMENTOS,Aplicações Diretas,PREFEITURA REGIONAL  M´BOI MIRIM,Requalificação e promoção da ocupação dos espaços públicos,Reforma e Ampliação do CDC União Brasiliense                                                                                                                                                                                                                  ,Infra-Estrutura Urbana,ADMINISTRAÇÃO DA PREFEITURA REGIONAL,atualizado,4,-23.651,-46.748,Projetos,Projetos,1895,PR-MB     ,1500000.0,1500000.0,1500000.0,0.0,0.0,0.0,0.0
Direta,4,2017,44905100,51,2017,0,15,90,58,3022,452,10,2017.58.10.15.452.3022.44905100.90.51.0.1567,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas de Capital,Obras e Instalações                                                                                                                                                                                                                                           ,Tesouro Municipal,Urbanismo,INVESTIMENTOS,Aplicações Diretas,PREFEITURA REGIONAL  M´BOI MIRIM,Requalificação e promoção da ocupação dos espaços públicos,"Requalificação viária, com reforma de guias, sarjetas, sarjetões e pavimento em toda extensão da Travessa Celso Baroni - Jd Ymay - CEP 05820-130                                                                                                              ",Serviços Urbanos,ADMINISTRAÇÃO DA PREFEITURA REGIONAL,atualizado,4,-23.659,-46.74,Projetos,Projetos,1567,PR-MB     ,100000.0,100000.0,100000.0,0.0,0.0,0.0,0.0
Direta,4,2017,44905100,51,2017,0,15,90,58,3022,451,10,2017.58.10.15.451.3022.44905100.90.51.0.1440,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas de Capital,Obras e Instalações                                                                                                                                                                                                                                           ,Tesouro Municipal,Urbanismo,INVESTIMENTOS,Aplicações Diretas,PREFEITURA REGIONAL  M´BOI MIRIM,Requalificação e promoção da ocupação dos espaços públicos,Cobertura de Quadra de Escola de Samba - Rua Luiz Grassman - Jardim Monte Azul                                                                                                                                                                                ,Infra-Estrutura Urbana,ADMINISTRAÇÃO DA PREFEITURA REGIONAL,atualizado,4,-23.647,-46.734,Projetos,Projetos,1440,PR-MB     ,400000.0,400000.0,400000.0,0.0,0.0,0.0,0.0
Direta,4,2017,44905100,51,2017,0,15,90,58,3022,451,10,2017.58.10.15.451.3022.44905100.90.51.0.1358,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas de Capital,Obras e Instalações                                                                                                                                                                                                                                           ,Tesouro Municipal,Urbanismo,INVESTIMENTOS,Aplicações Diretas,PREFEITURA REGIONAL  M´BOI MIRIM,Requalificação e promoção da ocupação dos espaços públicos,Implantação de ATI - Academia de Terceira Idade - Mesas de Lazer e Playground - Praça Ângelo Salvador                                                                                                                                                         ,Infra-Estrutura Urbana,ADMINISTRAÇÃO DA PREFEITURA REGIONAL,atualizado,4,-23.638,-46.637,Projetos,Projetos,1358,PR-MB     ,100000.0,100000.0,100000.0,0.0,0.0,0.0,0.0
Direta,4,2017,44905100,51,2017,0,15,90,58,3022,451,10,2017.58.10.15.451.3022.44905100.90.51.0.1498,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas de Capital,Obras e Instalações                                                                                                                                                                                                                                           ,Tesouro Municipal,Urbanismo,INVESTIMENTOS,Aplicações Diretas,PREFEITURA REGIONAL  M´BOI MIRIM,Requalificação e promoção da ocupação dos espaços públicos,"Reforma e Requalificação da Área Municipal Localizada na Rua Santa Rita do Sapucaí, 28 - Jardim Tupi                                                                                                                                                          ",Infra-Estrutura Urbana,ADMINISTRAÇÃO DA PREFEITURA REGIONAL,atualizado,4,-23.69,-46.769,Projetos,Projetos,1498,PR-MB     ,30000.0,30000.0,30000.0,0.0,0.0,0.0,0.0
Direta,3,2017,33903000,30,2017,0,15,90,58,3022,452,10,2017.58.10.15.452.3022.33903000.90.30.0.2341,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas Correntes,Material de Consumo                                                                                                                                                                                                                                           ,Tesouro Municipal,Urbanismo,OUTRAS DESPESAS CORRENTES,Aplicações Diretas,PREFEITURA REGIONAL  M´BOI MIRIM,Requalificação e promoção da ocupação dos espaços públicos,Manutenção de vias e áreas públicas                                                                                                                                                                                                                           ,Serviços Urbanos,ADMINISTRAÇÃO DA PREFEITURA REGIONAL,liquidado,3,,,Atividades,Atividades,2341,PR-MB     ,500000.0,500000.0,125000.0,264557.77,46991.32,10246.0,291354.77
Direta,4,2017,44905100,51,2017,0,15,90,58,3022,451,10,2017.58.10.15.451.3022.44905100.90.51.0.1496,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas de Capital,Obras e Instalações                                                                                                                                                                                                                                           ,Tesouro Municipal,Urbanismo,INVESTIMENTOS,Aplicações Diretas,PREFEITURA REGIONAL  M´BOI MIRIM,Requalificação e promoção da ocupação dos espaços públicos,"Implantação de Campo com Grama Sintética, Vestiário, Arquibancada, Iluminação, Banheiros e Alambrados, Área de Lazer com ATI e Playground no Espaço Público Localizado na Rua Nova Arcádia, Jardim Kagohara                                                   ",Infra-Estrutura Urbana,ADMINISTRAÇÃO DA PREFEITURA REGIONAL,atualizado,4,-23.697,-46.76,Projetos,Projetos,1496,PR-MB     ,30000.0,30000.0,30000.0,0.0,0.0,0.0,0.0
Direta,4,2017,44905100,51,2017,0,15,90,58,3022,451,10,2017.58.10.15.451.3022.44905100.90.51.0.1700,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas de Capital,Obras e Instalações                                                                                                                                                                                                                                           ,Tesouro Municipal,Urbanismo,INVESTIMENTOS,Aplicações Diretas,PREFEITURA REGIONAL  M´BOI MIRIM,Requalificação e promoção da ocupação dos espaços públicos,"Revitalização de Praça e Construção Pista de Skate à Rua Variações Musicais, 100 , Jardim Kagohara                                                                                                                                                            ",Infra-Estrutura Urbana,ADMINISTRAÇÃO DA PREFEITURA REGIONAL,atualizado,4,-23.688,-46.76,Projetos,Projetos,1700,PR-MB     ,100000.0,100000.0,100000.0,0.0,0.0,0.0,0.0
Direta,4,2017,44905100,51,2017,0,15,90,58,3022,452,10,2017.58.10.15.452.3022.44905100.90.51.0.1505,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas de Capital,Obras e Instalações                                                                                                                                                                                                                                           ,Tesouro Municipal,Urbanismo,INVESTIMENTOS,Aplicações Diretas,PREFEITURA REGIONAL  M´BOI MIRIM,Requalificação e promoção da ocupação dos espaços públicos,Reforma e Manutenção do Escadão do Bairro Novo Horizonte                                                                                                                                                                                                      ,Serviços Urbanos,ADMINISTRAÇÃO DA PREFEITURA REGIONAL,atualizado,4,,,Projetos,Projetos,1505,PR-MB     ,50000.0,50000.0,50000.0,0.0,0.0,0.0,0.0
Direta,3,2017,33903000,30,2017,0,15,90,58,3024,122,10,2017.58.10.15.122.3024.33903000.90.30.0.2100,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas Correntes,Material de Consumo                                                                                                                                                                                                                                           ,Tesouro Municipal,Urbanismo,OUTRAS DESPESAS CORRENTES,Aplicações Diretas,PREFEITURA REGIONAL  M´BOI MIRIM,Suporte Administrativo,Administração da Unidade                                                                                                                                                                                                                                      ,Administração Geral,ADMINISTRAÇÃO DA PREFEITURA REGIONAL,liquidado,3,,,Atividades,Atividades,2100,PR-MB     ,80000.0,80000.0,20000.0,33600.3,15970.4,15555.4,41437.81
Direta,4,2017,44905100,51,2017,0,15,90,58,3022,451,10,2017.58.10.15.451.3022.44905100.90.51.0.1439,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas de Capital,Obras e Instalações                                                                                                                                                                                                                                           ,Tesouro Municipal,Urbanismo,INVESTIMENTOS,Aplicações Diretas,PREFEITURA REGIONAL  M´BOI MIRIM,Requalificação e promoção da ocupação dos espaços públicos,Implantação de Lanchonete com Cobertura no CDC Maria Caetano - Rua Coelho Lousada                                                                                                                                                                             ,Infra-Estrutura Urbana,ADMINISTRAÇÃO DA PREFEITURA REGIONAL,atualizado,4,-23.696,-46.784,Projetos,Projetos,1439,PR-MB     ,300000.0,300000.0,300000.0,0.0,0.0,0.0,0.0
Direta,4,2017,44905100,51,2017,0,15,90,58,3006,452,10,2017.58.10.15.452.3006.44905100.90.51.0.1169,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas de Capital,Obras e Instalações                                                                                                                                                                                                                                           ,Tesouro Municipal,Urbanismo,INVESTIMENTOS,Aplicações Diretas,PREFEITURA REGIONAL  M´BOI MIRIM,Direitos da pessoa com deficiência,Reforma e Acessibilidade em Passeios Públicos                                                                                                                                                                                                                 ,Serviços Urbanos,ADMINISTRAÇÃO DA PREFEITURA REGIONAL,atualizado,4,,,Projetos,Projetos,1169,PR-MB     ,596646.0,596646.0,596646.0,0.0,0.0,0.0,0.0
Direta,3,2017,33904900,49,2017,0,14,90,58,3013,243,10,2017.58.10.14.243.3013.33904900.90.49.0.2157,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas Correntes,Auxílio-Transporte                                                                                                                                                                                                                                            ,Tesouro Municipal,Direitos da Cidadania,OUTRAS DESPESAS CORRENTES,Aplicações Diretas,PREFEITURA REGIONAL  M´BOI MIRIM,Prevenção e Proteção às Vítimas da Violência,Administração dos Conselhos Tutelares                                                                                                                                                                                                                         ,Assistência a Criança e ao Adolescente,ADMINISTRAÇÃO DA PREFEITURA REGIONAL,atualizado,3,,,Atividades,Auxílios,2157,PR-MB     ,0.0,20140.0,0.0,0.0,0.0,0.0,0.0
Direta,3,2017,31901100,11,2017,0,15,90,58,3024,122,10,2017.58.10.15.122.3024.31901100.90.11.0.2100,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas Correntes,Vencimentos e Vantagens Fixas - Pessoal Civil                                                                                                                                                                                                                 ,Tesouro Municipal,Urbanismo,PESSOAL E ENCARGOS SOCIAIS,Aplicações Diretas,PREFEITURA REGIONAL  M´BOI MIRIM,Suporte Administrativo,Administração da Unidade                                                                                                                                                                                                                                      ,Administração Geral,ADMINISTRAÇÃO DA PREFEITURA REGIONAL,liquidado,1,,,Atividades,Pessoal,2100,PR-MB     ,10127895.0,10127895.0,0.0,2755934.97,2755934.97,2755934.97,2755934.97
Direta,4,2017,44905100,51,2017,0,15,90,58,3022,451,10,2017.58.10.15.451.3022.44905100.90.51.0.1500,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas de Capital,Obras e Instalações                                                                                                                                                                                                                                           ,Tesouro Municipal,Urbanismo,INVESTIMENTOS,Aplicações Diretas,PREFEITURA REGIONAL  M´BOI MIRIM,Requalificação e promoção da ocupação dos espaços públicos,Reforma e Requalificação do Ginásio na Rua Pedro Miranda com Nuno Marques Pereira - Jardim Imbé                                                                                                                                                               ,Infra-Estrutura Urbana,ADMINISTRAÇÃO DA PREFEITURA REGIONAL,atualizado,4,-23.676,-46.765,Projetos,Projetos,1500,PR-MB     ,30000.0,30000.0,30000.0,0.0,0.0,0.0,0.0
Direta,4,2017,44905100,51,2017,0,15,90,58,3022,451,10,2017.58.10.15.451.3022.44905100.90.51.0.1687,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas de Capital,Obras e Instalações                                                                                                                                                                                                                                           ,Tesouro Municipal,Urbanismo,INVESTIMENTOS,Aplicações Diretas,PREFEITURA REGIONAL  M´BOI MIRIM,Requalificação e promoção da ocupação dos espaços públicos,"Pavimentação e Asfaltamento à Rua Tio Antonio, Jardim Horizonte Azul, CEP 04963-315                                                                                                                                                                           ",Infra-Estrutura Urbana,ADMINISTRAÇÃO DA PREFEITURA REGIONAL,atualizado,4,-23.746,-46.783,Projetos,Projetos,1687,PR-MB     ,100000.0,100000.0,100000.0,0.0,0.0,0.0,0.0
Direta,3,2017,33903000,30,2017,0,4,90,58,3012,122,10,2017.58.10.4.122.3012.33903000.90.30.0.2803,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas Correntes,Material de Consumo                                                                                                                                                                                                                                           ,Tesouro Municipal,Administração,OUTRAS DESPESAS CORRENTES,Aplicações Diretas,PREFEITURA REGIONAL  M´BOI MIRIM,"Participação, transparência e controle social da administração pública",Operação e Manutenção dos Conselhos e Espaços Participativos Municipais                                                                                                                                                                                       ,Administração Geral,ADMINISTRAÇÃO DA PREFEITURA REGIONAL,atualizado,3,,,Atividades,Atividades,2803,PR-MB     ,5000.0,5000.0,1250.0,0.0,0.0,0.0,0.0
Direta,4,2017,44905100,51,2017,0,15,90,58,3022,451,10,2017.58.10.15.451.3022.44905100.90.51.0.1434,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas de Capital,Obras e Instalações                                                                                                                                                                                                                                           ,Tesouro Municipal,Urbanismo,INVESTIMENTOS,Aplicações Diretas,PREFEITURA REGIONAL  M´BOI MIRIM,Requalificação e promoção da ocupação dos espaços públicos,Implantar ATI - Academia de Terceira Idade - Rua Bacabinha - Jardim São Joaquim                                                                                                                                                                               ,Infra-Estrutura Urbana,ADMINISTRAÇÃO DA PREFEITURA REGIONAL,atualizado,4,-23.687,-46.749,Projetos,Projetos,1434,PR-MB     ,50000.0,50000.0,50000.0,0.0,0.0,0.0,0.0
Direta,4,2017,44905100,51,2017,0,15,90,58,3011,451,10,2017.58.10.15.451.3011.44905100.90.51.0.1174,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas de Capital,Obras e Instalações                                                                                                                                                                                                                                           ,Tesouro Municipal,Urbanismo,INVESTIMENTOS,Aplicações Diretas,PREFEITURA REGIONAL  M´BOI MIRIM,Modernização e descentralização da gestão e prestação de serviços,"Construção, Ampliação e Reforma de Equipamentos das Subprefeituras                                                                                                                                                                                            ",Infra-Estrutura Urbana,ADMINISTRAÇÃO DA PREFEITURA REGIONAL,atualizado,4,,,Projetos,Projetos,1174,PR-MB     ,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0
Direta,3,2017,33903000,30,2017,0,14,90,58,3013,243,10,2017.58.10.14.243.3013.33903000.90.30.0.2157,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas Correntes,Material de Consumo                                                                                                                                                                                                                                           ,Tesouro Municipal,Direitos da Cidadania,OUTRAS DESPESAS CORRENTES,Aplicações Diretas,PREFEITURA REGIONAL  M´BOI MIRIM,Prevenção e Proteção às Vítimas da Violência,Administração dos Conselhos Tutelares                                                                                                                                                                                                                         ,Assistência a Criança e ao Adolescente,ADMINISTRAÇÃO DA PREFEITURA REGIONAL,atualizado,3,,,Atividades,Atividades,2157,PR-MB     ,4000.0,4000.0,1000.0,0.0,0.0,0.0,3000.0
Direta,3,2017,31901100,11,2017,0,14,90,58,3013,243,10,2017.58.10.14.243.3013.31901100.90.11.0.2157,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas Correntes,Vencimentos e Vantagens Fixas - Pessoal Civil                                                                                                                                                                                                                 ,Tesouro Municipal,Direitos da Cidadania,PESSOAL E ENCARGOS SOCIAIS,Aplicações Diretas,PREFEITURA REGIONAL  M´BOI MIRIM,Prevenção e Proteção às Vítimas da Violência,Administração dos Conselhos Tutelares                                                                                                                                                                                                                         ,Assistência a Criança e ao Adolescente,ADMINISTRAÇÃO DA PREFEITURA REGIONAL,liquidado,1,,,Atividades,Pessoal,2157,PR-MB     ,755170.0,735030.0,0.0,180772.13,113250.9,113250.9,409251.4
Direta,4,2017,44903900,39,2017,0,15,90,59,3022,451,10,2017.59.10.15.451.3022.44903900.90.39.0.1698,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas de Capital,Outros Serviços de Terceiros - Pessoa Jurídica                                                                                                                                                                                                                ,Tesouro Municipal,Urbanismo,INVESTIMENTOS,Aplicações Diretas,PREFEITURA REGIONAL SOCORRO,Requalificação e promoção da ocupação dos espaços públicos,Reforma e Requalificação - Centro Comunitário Sete de Setembro e Praça Saturnino Lopes de Moraes X Av. Carlos Alberto Bastos Machado                                                                                                                          ,Infra-Estrutura Urbana,PREFEITURA REGIONAL CAPELA DO SOCORRO,atualizado,4,-23.772,-46.694,Projetos,Projetos,1698,PR-CS     ,50000.0,50000.0,50000.0,0.0,0.0,0.0,0.0
Direta,4,2017,44905100,51,2017,0,15,90,59,3022,451,10,2017.59.10.15.451.3022.44905100.90.51.0.1804,2017-05-19 01:03:02.257,2017-05-31,2017-01-01,Despesas de Capital,Obras e Instalações                                                                                                                                                                                                                                           ,Tesouro Municipal,Urbanismo,INVESTIMENTOS,Aplicações Diretas,PREFEITURA REGIONAL SOCORRO,Requalificação e promoção da ocupação dos espaços públicos,"Fechamento de Salão e Cobertura com Estrutura Metalica com Contrapiso e Escadaria Lateral do CDC - CDC Jd. Maringa - Rua Comercindo Antonio Oliveira, 100 Jardim Maringá - Capela Socorro                                                                     ",Infra-Estrutura Urbana,PREFEITURA REGIONAL CAPELA DO SOCORRO,atualizado,4,-23.722,-46.68,Projetos,Projetos,1804,PR-CS     ,100000.0,100000.0,100000.0,0.0,0.0,0.0,0.0
